nickname,userProvince,userLevelName,userClientShow,isMobile,score,creationTime,referenceTime,days,referenceId,content
l***5,四川,金牌会员,来自京东Android客户端,TRUE,5,2017/1/14 22:46,2017/1/11 19:02,3,1665416,超满意，好用洗得干净，噪音小。
z***i,,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/14 22:43,2017/1/11 11:27,3,1665416,买了送老妈的，还没看
j***c,,银牌会员,来自京东Android客户端,TRUE,5,2017/1/14 22:39,2016/11/28 10:51,47,1665416,用了一个月了，还可以就是有点响
j***7,广东,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/14 22:07,2016/11/28 8:49,47,1665416,刚安装好 还没用，希望不会出问题
j***d,北京,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/14 21:49,2016/11/1 8:51,74,1665416,挺好的，洗衣服还算干净。洗衣服时有点噪音，在接受范围内。
j***2,四川,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/14 21:32,2016/11/1 8:53,74,1665416,送货师傅服务周到，用了一个月才评论，洗衣机超好用
j***u,,金牌会员,来自京东Android客户端,TRUE,5,2017/1/14 21:27,2016/11/11 7:19,64,1665416,不错，很好的商品。值得购买。下回还来光顾。真心推荐欧
北***4,四川,PLUS会员[试用],来自京东Android客户端,TRUE,5,2017/1/14 21:26,2017/1/11 21:14,3,1665416,还没使用  但是看上去非常好  有点重
j***8,江苏,钻石会员,来自京东Android客户端,TRUE,5,2017/1/14 21:19,2016/10/17 0:03,89,1665416,实用
x***轩,新疆,PLUS会员[试用],来自微信购物,FALSE,5,2017/1/14 21:16,2016/12/26 8:17,19,1665416,喜欢这款洗衣机
顺***至,,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/14 21:05,2017/1/6 0:54,8,1665416,很快，很快，很好
q***9,山西,钻石会员,来自京东Android客户端,TRUE,5,2017/1/14 20:54,2017/1/1 16:27,13,1665416,支持国货，同样功能比xmz价格便宜1000多，
芳***沁,山东,PLUS会员[试用],来自京东iPhone客户端,TRUE,5,2017/1/14 20:03,2017/1/12 22:59,2,1665416,到货速度快，送货的师傅服务态度好，由于我家里面还没有收拾好，师傅说可以随时在来安装，还留了联系电话，非常感谢！
j***w,,钻石会员,来自京东Android客户端,TRUE,5,2017/1/14 18:58,2017/1/11 13:31,3,1665416,2017.01.11活动价入手的  *  第二天送到  还行
w***c,湖北,PLUS会员[试用],来自京东iPhone客户端,TRUE,5,2017/1/14 18:52,2016/12/12 0:36,33,1665416,稀烂的一次购物，当天送货说比较忙，要过几天装，现在都一个月了，还没联系我，最后自己安装的，劝大家都别买了，店大欺客
j***t,,金牌会员,来自京东iPhone客户端,TRUE,3,2017/1/14 18:46,2016/12/31 0:40,14,1665416,功能都不错，就是烘干时会有尖锐的摩擦异响，售后维修人员又说没什么问题，其它功能没问题，就是不能烘干&hellip;&hellip;（就是冲这个去的，算了懒得退了）整体感觉一般吧。
g***o,浙江,钻石会员,来自京东Android客户端,TRUE,5,2017/1/14 18:37,2017/1/11 15:50,3,1665416,好
京***d,,银牌会员,来自京东iPhone客户端,TRUE,5,2017/1/14 17:28,2017/1/11 21:11,3,1665416,送货很快，安装也快，总体很不错，
jd_xiup012,江苏,银牌会员,来自京东iPhone客户端,TRUE,1,2017/1/14 17:19,2016/12/26 15:25,19,1665416,洗衣机声音很大，脱水时抖动超厉害，抖的都要散架了，真不知道这么多好评哪来的，而且送货员竟然不帮洗衣机搬到家里，还要自己找人从楼下搬回家，更别提上门安装了，人影都没一个，收到短信回访，回复差评，竟然也没人打电话过来问情况，对京东真的失望透顶了，收到货才两个星期，洗衣机后面的螺丝竟然都断了。
木***香,湖南,钻石会员,来自京东Android客户端,TRUE,5,2017/1/14 17:08,2016/11/1 10:36,74,1665416,不错~
1***p,上海,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/14 16:41,2017/1/11 3:13,3,1665416,质量挺好的
j***4,北京,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/14 16:41,2017/1/2 1:19,12,1665416,宝贝收到了 很是喜欢 静音的 不错
j***n,陕西,金牌会员,来自京东Android客户端,TRUE,5,2017/1/14 16:00,2016/11/11 22:33,64,1665416,挺高的，一直信赖京东
X***6,陕西,金牌会员,来自京东Android客户端,TRUE,5,2017/1/14 14:51,2017/1/12 11:00,2,1665416,洗衣机好用。很静，洗衣服的时候一点声音都没有。
j***c,,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/14 14:43,2016/11/10 16:28,65,1665416,双十一在京东上面买的，优惠了不少，安装师傅很负责，洗衣机很重，洗衣服的时候声音用该会很小，嘻嘻！
陈***婆,江苏,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/14 14:37,2017/1/3 13:31,11,1665416,还没拆封，还要过两天就搬进新家了，好期待
j***x,浙江,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/14 14:29,2016/12/12 0:06,33,1665416,很不错很不错很不错很不错很不错很不错很不错很不错很不错很不错
j***y,,银牌会员,来自京东Android客户端,TRUE,5,2017/1/14 14:28,2017/1/11 0:14,3,1665416,速度快，服务态度好
爱***梦,,PLUS会员,,FALSE,5,2017/1/14 13:52,2016/12/9 17:39,36,1665416,海尔（Haier）EG8012HB86S 8公斤洗烘一体变频滚筒洗衣机 免熨烫烘干 3年质保
东***悦,广东,钻石会员,来自京东Android客户端,TRUE,3,2017/1/14 13:40,2016/11/25 21:48,50,1665416,按键不太好用，烘干功能很费劲。没有找到浸泡功能
2***h,广东,PLUS会员,来自京东Android客户端,TRUE,5,2017/1/14 13:08,2017/1/11 0:30,3,1665416,好，，不错，，，很好，，可以
哦***3,,钻石会员,来自京东Android客户端,TRUE,5,2017/1/14 12:24,2016/11/5 22:28,70,1665416,功能齐全，差不多三千块，还是有点贵。
jd_068281,北京,金牌会员,来自京东Android客户端,TRUE,5,2017/1/14 11:40,2016/12/26 7:12,19,1665416,质量是杆杆的。
傲***猫,江苏,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/14 11:21,2017/1/3 14:55,11,1665416,很不错的商品，送货快，效率高
J***u,,金牌会员,来自微信购物,FALSE,5,2017/1/14 11:06,2017/1/11 14:00,3,1665416,很好很适用
s***8,上海,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/14 10:33,2017/1/1 20:04,13,1665416,不错，声音很轻，烘干功能也好用。
回***生,,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/14 10:21,2017/1/11 10:09,3,1665416,安装好了！试用了一下！还不错！！
j***a,,银牌会员,来自微信购物,FALSE,5,2017/1/14 10:12,2017/1/11 5:31,3,1665416,物流快，装修囤货中，等用了再来评价！
P***u,广东,PLUS会员,,FALSE,5,2017/1/14 10:10,2016/11/11 0:12,64,1665416,性价比高，美观实用，质量可靠，坚固耐用，质量稳定。价格便宜，做工精致，方便实用，真的不错。很好的一次购物体验
j***?,,金牌会员,来自京东Android客户端,TRUE,5,2017/1/14 10:03,2017/1/11 13:07,3,1665416,昨天才收到，还没有用。
2***m,山东,PLUS会员[试用],来自京东Android客户端,TRUE,1,2017/1/14 9:39,2017/1/3 0:56,11,1665416,要投诉物流！！4号晚上到货，当晚十一点给我爸打电话，要自己去提货，我爸妈本来都睡着的，被吵醒了，很无语。第二天，从早上就开始给我电话催着，一直催到下午，让去提货，我跟他说今天有事，去不了，不行，然后我给他们总部领导打电话去求情，他们领导坚决地告诉我不行，必须今天去提货，理由是他们要换系统，晕，你们要换系统不会不接这单子啊，这趟生意你们不做不成吗？就你们物流的事重要吗？知道我被你们电话催一整天，工作都没心情做了，结果被领导批了吗？赶着你们下午6点下班点去提货，结果差点出车祸，知道吗？
B***u,,银牌会员,来自微信购物,FALSE,4,2017/1/14 8:56,2017/1/1 0:24,13,1665416,不错，省事多了
j***p,,银牌会员,来自京东Android客户端,TRUE,5,2017/1/14 8:10,2017/1/11 13:28,3,1665416,收到
J***1,山东,金牌会员,来自京东Android客户端,TRUE,5,2017/1/14 8:09,2016/11/11 7:14,64,1665416,很好
s***l,,银牌会员,来自微信购物,FALSE,3,2017/1/14 4:17,2016/11/11 1:01,64,1665416,还没有用过几天在加
d***4,,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/14 0:07,2016/11/4 8:58,71,1665416,洗衣机只买海尔
茶***轩,广东,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/13 22:41,2016/12/12 22:14,32,1665416,总体还行，烘干功能强大
眉***3,四川,银牌会员,来自京东iPhone客户端,TRUE,5,2017/1/13 22:01,2016/12/26 20:02,18,1665416,不错，物流快，安装师傅很负责，水龙头收了一点钱，忘了具体多少了，用一段时间补评吧
快乐飞鸟1880,四川,钻石会员,,FALSE,5,2017/1/13 21:54,2017/1/4 17:27,9,1665416,"洗衣机还是不错的, 就是送货速度慢啊!!!4号下单, 8号晚上才送到. 不催的话还更慢."
缔***想,,钻石会员,来自京东Android客户端,TRUE,5,2017/1/13 21:32,2016/12/31 1:00,13,1665416,效果不错，安装师傅很到位，唯一缺点就是洗衣时间太长了，基本上是一个小时
j***0,,银牌会员,来自京东Android客户端,TRUE,5,2017/1/13 21:32,2017/1/11 5:42,2,1665416,快递员送到并打开验货完好无损外表大气满意点赞
甜***宝,,银牌会员,来自京东iPhone客户端,TRUE,5,2017/1/13 21:07,2016/12/12 9:52,32,1665416,一如既往的好用
小***哥,山东,金牌会员,来自京东Android客户端,TRUE,5,2017/1/13 20:59,2016/12/26 0:15,18,1665416,海尔超级品牌日买的，超级划算，试了试，质量也不错。海尔值得信赖
剁***脚,四川,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/13 20:48,2017/1/11 14:28,2,1665416,感谢京东，感谢京东的售后！
j***6,,银牌会员,来自京东iPhone客户端,TRUE,5,2017/1/13 19:41,2017/1/12 11:18,1,1665416,赞
谭***贲,四川,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/13 19:02,2017/1/11 23:46,2,1665416,物流和安装师傅很不错，服务到位！机器也不错，比实体店要便宜。安装完后，师傅还帮忙演示了一下，机器运转正常才离开的！
天上一对星,广东,金牌会员,,FALSE,5,2017/1/13 18:50,2017/1/11 18:57,2,1665416,大品牌，值得信赖！支持京东！
j***6,,银牌会员,来自京东iPhone客户端,TRUE,5,2017/1/13 18:01,2016/12/12 8:24,32,1665416,还不错
j***w,,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/13 17:51,2017/1/12 13:27,1,1665416,，，，，，，，，，，，，，，，，，
b***8,北京,金牌会员,,FALSE,5,2017/1/13 17:35,2016/11/10 0:06,64,1665416,挺好的  目前没发现啥问题
武***胜,,银牌会员,来自京东Android客户端,TRUE,5,2017/1/13 17:16,2016/12/31 0:44,13,1665416,送货晚了一天，用起来很好，确实静音
买***了,北京,金牌会员,,FALSE,4,2017/1/13 17:06,2017/1/3 6:58,10,1665416,总体来说比较满意，这个价位带烘干也可以了
jd139228tex,,钻石会员,,FALSE,1,2017/1/13 16:56,2016/12/26 18:42,18,1665416,送来第一次用就是坏的，洗的时候抖，脱水的时候跳到要散架。吓的赶紧申请售后，竟然无任何沟通的情况下给我备注同意维修。买的全新的机器就有严重质量问题无法使用，不可能同意维修，必须换货啊！京东承诺的售后多少小时答复都是鬼扯，完全没有时效。翻来覆去都是一句话，还请您耐心等候，都是机器人吗？！ 审核什么啊？ 难道京东对这种严重质量问题有理由可以不换货吗？大家自求多福吧，运气不好碰到质量问题只能自认倒霉，京东无售后！
j***t,,银牌会员,来自京东iPhone客户端,TRUE,5,2017/1/13 16:06,2017/1/11 7:16,2,1665416,很好不错
j***o,陕西,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/13 16:04,2016/12/12 1:20,32,1665416,送货到家，物流服务很好，设备还没使用，后续再评价
j***1,,银牌会员,来自京东Android客户端,TRUE,5,2017/1/13 15:45,2017/1/11 16:56,2,1665416,再一次够买海尔洗衣机，支持国货再一次够买海尔洗衣机，支持国货再一次够买海尔洗衣机，支持国货再一次够买海尔洗衣机，支持国货
1***p,山东,银牌会员,来自京东Android客户端,TRUE,5,2017/1/13 15:19,2016/11/11 1:10,63,1665416,甩干老是甩不干，售后过来看了说没问题，那问题在哪呢
jd_150112wjx,,银牌会员,来自京东iPhone客户端,TRUE,5,2017/1/13 14:49,2017/1/11 19:39,2,1665416,配送服务超好的，洗衣机很漂亮，正在使用中
习***1,,银牌会员,来自京东Android客户端,TRUE,5,2017/1/13 14:29,2016/12/26 12:51,18,1665416,送货很快， 里面不带专用龙头需要自己买，服务不错，洗衣机用的也挺好的。用了东券，实惠实惠实惠啊。
g***铭,,金牌会员,来自京东Android客户端,TRUE,5,2017/1/13 14:18,2016/11/4 19:40,70,1665416,洗衣没以前的洗衣机声音下了，省时，省电，省心
b***n,北京,钻石会员,,FALSE,5,2017/1/13 14:11,2016/12/27 13:44,17,1665416,挺好
j***y,,金牌会员,来自京东Android客户端,TRUE,5,2017/1/13 13:52,2017/1/11 0:56,2,1665416,已安装试用，很满意的东西。
汪***尛,,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/13 12:06,2016/11/10 11:14,64,1665416,送过来就直接安装起来了。 用了一段时间再来评价。很不错。洗的时候很安静。
晋***h,北京,PLUS会员,来自京东iPhone客户端,TRUE,5,2017/1/13 11:56,2017/1/11 10:43,2,1665416,，，，。。！！！
K***H,,钻石会员,来自微信购物,FALSE,5,2017/1/13 11:46,2017/1/11 6:52,2,1665416,送货快，还没开箱，到时安装后再追评
乌***朵,黑龙江,钻石会员,来自京东Android客户端,TRUE,5,2017/1/13 11:46,2017/1/11 7:55,2,1665416,特价买的，正在首次用快速洗看看如何。
j***v,,PLUS会员[试用],来自京东Android客户端,TRUE,5,2017/1/13 10:50,2017/1/11 12:26,2,1665416,怎么说呢，送货的人帮我把水管接到水龙头上没固定，现在掉下来了，我又不会弄，洗衣机下面的脚没安装，洗的时候摇摆很大，当时他地平很平脚不要装了，我也默认了，也不能乖他们，现在只希望帮我重新弄一下。
壁***5,,金牌会员,来自京东Android客户端,TRUE,5,2017/1/13 10:30,2017/1/1 15:42,12,1665416,老婆说东西不错，功能很多，试用效果不错！
z***2,江苏,金牌会员,来自京东Android客户端,TRUE,5,2017/1/13 10:05,2016/11/10 22:28,64,1665416,洗衣机很好，京东服务好
j***s,,PLUS会员,来自京东Android客户端,TRUE,5,2017/1/13 9:48,2017/1/11 11:06,2,1665416,好好好好好好好好好好好好好好好好好好好好好好好好好好好
j***n,广东,钻石会员,来自京东Android客户端,TRUE,5,2017/1/13 9:20,2017/1/3 11:50,10,1665416,洗好烘干真方便不用晾晒了，南方潮湿天气很实用
j***2,广东,钻石会员,来自京东Android客户端,TRUE,5,2017/1/13 9:15,2016/12/26 21:59,18,1665416,相信国产品质，因装修状况延后安装！
j***4,山东,银牌会员,来自京东Android客户端,TRUE,5,2017/1/13 8:06,2016/11/11 14:07,63,1665416,好用，安装师傅也很好。
j***k,,金牌会员,来自京东Android客户端,TRUE,5,2017/1/13 0:38,2016/12/1 14:43,43,1665416,洗衣机几好用，洗得好干净。
l***6,广东,钻石会员,来自京东Android客户端,TRUE,5,2017/1/12 23:16,2016/11/11 12:06,62,1665416,不错，比实体店便宜
n***o,上海,金牌会员,来自京东Android客户端,TRUE,5,2017/1/12 22:28,2016/11/10 15:11,63,1665416,第二天就送到了，很给力，国产大牌，用的放心
一***8,,PLUS会员,来自京东iPhone客户端,TRUE,5,2017/1/12 22:14,2017/1/11 14:41,1,1665416,东西很好~送货很快~安装师傅很负责~希望以后一直好用~师傅很辛苦
j***x,,银牌会员,来自京东iPhone客户端,TRUE,5,2017/1/12 22:05,2017/1/11 9:38,1,1665416,收到使用了一下，感觉挺不错的，烘干效果很好，价格合理。
蓝***兔,北京,银牌会员,来自京东iPhone客户端,TRUE,5,2017/1/12 21:31,2017/1/11 21:38,1,1665416,得说速度、昨晚订的今天下午就到了，师傅很认真安装并提醒注意事项，为两位点赞，性价比，洗衣结果非常好！真实使用后评价
j***v,河北,金牌会员,来自京东Android客户端,TRUE,5,2017/1/12 21:25,2016/12/27 17:30,16,1665416,那是想到的好，非常满意。
c***0,湖南,钻石会员,来自京东Android客户端,TRUE,5,2017/1/12 21:18,2016/11/11 0:08,62,1665416,还可以
发***么,,银牌会员,来自京东Android客户端,TRUE,5,2017/1/12 20:57,2016/11/11 0:54,62,1665416,别买带烘干的。物流太慢了
酱***长,内蒙古,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/12 20:37,2016/12/12 16:57,31,1665416,用了一段时间，海尔品质值得信赖，声音小，烘干功能大概能烘干80％吧，就是来安装的工作人员不专业，后面的固定螺钉也没给我取出来，开机差点就废了。
思***6,天津,钻石会员,来自京东Android客户端,TRUE,5,2017/1/12 18:39,2017/1/11 0:25,1,1665416,能用，没有想象的那么好
叫***魔,湖南,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/12 18:21,2016/12/12 9:58,31,1665416,新房还没有住进去，去试用了一次。烘干效果好
j***b,,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/12 18:13,2016/12/31 12:32,12,1665416,京东的服务真的很好，第一次居然给我送错型号了，但是产品体验还是非常不错的
文***7,,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/12 16:34,2016/12/6 11:58,37,1665416,不错，家用电器就他了，以后还会再买
-***-,浙江,金牌会员,,FALSE,5,2017/1/12 16:19,2016/12/26 0:30,17,1665416,比白的还贵100喔
j***￡,,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/12 16:15,2016/12/12 13:56,31,1665416,海尔的冰洗还是做的不错。很好
b***6,上海,钻石会员,,FALSE,5,2017/1/12 14:58,2016/12/9 22:02,34,1665416,除了下边的防鼠板设计的鸡肋之外没什么缺点
J***g,广西,PLUS会员,来自京东iPhone客户端,TRUE,5,2017/1/12 14:41,2016/11/11 0:14,62,1665416,超级好！漂亮，实惠！真棒！
R***d,,银牌会员,来自京东iPhone客户端,TRUE,5,2017/1/12 13:25,2017/1/2 22:39,10,1665416,值得信赖的品牌，真心不错，已经装上去用了！
玩***头,北京,PLUS会员,来自京东iPhone客户端,TRUE,5,2017/1/12 13:05,2017/1/1 0:23,11,1665416,还是非常不错的，洗的衣服很干净，性价比高，配送安装也很到位
谢***光,广东,钻石会员,来自微信购物,FALSE,5,2017/1/12 12:20,2016/11/11 16:09,62,1665416,用了十几年不用怀疑
黑***虫,北京,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/12 12:03,2017/1/11 0:12,1,1665416,夜里凌晨订的，优惠多，当天下午就到货了，送货安装一趟！神速！机器功能齐全，挺好的！
155*****848_p,,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/12 11:30,2016/11/11 22:18,62,1665416,包装完好，买的时候刚好有优惠，物超所值！五分好评！
j***i,,银牌会员,,FALSE,1,2017/1/12 10:36,2016/12/26 0:03,17,1665416,不怎么样的洗衣机，第一次送过来还是坏的，换货速度慢不说，海尔客服态度还十分恶劣。没什么好说的，垃圾。
灰***伤,广东,金牌会员,来自京东Android客户端,TRUE,5,2017/1/12 10:03,2016/11/10 18:40,63,1665416,洗衣机很漂亮，价格实惠，就是烘干时间长，要二个钟以上
1***p,,金牌会员,来自京东Android客户端,TRUE,5,2017/1/12 9:44,2016/12/26 2:27,17,1665416,送装服务不错，烘干效果不错，希望如实再赠送一年延保
为什么嘞,湖南,钻石会员,,FALSE,5,2017/1/12 9:21,2016/11/11 0:42,62,1665416,安装好了，挺专业的，还没有用，外观还是挺漂亮的
R***r,北京,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/12 9:09,2016/12/1 13:16,42,1665416,不知道怎么回事两小时洗一次
j***3,北京,钻石会员,来自京东Android客户端,TRUE,5,2017/1/12 8:31,2016/12/13 8:55,30,1665416,还行吧，送货很给力，但品质，服务在下降
夜***林,广西,PLUS会员,,FALSE,5,2017/1/12 6:00,2016/11/1 0:49,72,1665416,还没安装，等房子装修完再安装
e***o,广东,PLUS会员,,FALSE,5,2017/1/12 0:05,2016/12/1 19:25,42,1665416,帮朋友代购的，质量还不错。
1***3,,金牌会员,来自京东Android客户端,TRUE,5,2017/1/11 23:20,2017/1/3 23:58,8,1665416,刚买的，拿到还没有使用，过段时间看下效果
l***4,福建,PLUS会员[试用],来自京东iPhone客户端,TRUE,5,2017/1/11 22:55,2016/12/26 0:09,16,1665416,比我想象中小一点，试了下烘干功能，不错，希望耐用
1***3,湖北,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/11 22:50,2016/10/21 0:24,82,1665416,东西很是不错 现在安装施工 速度 服务 信息改变社会
J***n,广东,钻石会员,来自京东Android客户端,TRUE,5,2017/1/11 22:44,2016/12/26 0:04,16,1665416,第一选择
P***7,广东,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/11 22:42,2017/1/1 22:21,10,1665416,服务太度好，还没正式用
美***6,,PLUS会员,,FALSE,5,2017/1/11 22:30,2016/12/12 17:21,30,1665416,不错
M***i,北京,钻石会员,来自京东Android客户端,TRUE,5,2017/1/11 21:52,2016/12/13 21:21,29,1665416,非常好，用起来很好用
正***啊,山东,钻石会员,来自京东iPhone客户端,TRUE,1,2017/1/11 21:06,2017/1/5 21:43,6,1665416,说实话，刚买几天就降价，海尔好像价格挺虚的，大家看清楚再买，东西是好东西
z***0,上海,金牌会员,,FALSE,1,2017/1/11 21:05,2017/1/3 19:52,8,1665416,这好歹也是大件，元旦你说搞活动3299-300，结果下单后4号就开始3259，首件92折；结果11号就再预约3099-300.还都不参加价格保护，我货刚收到价格就这样蹭蹭降，有意思吗？体验太差了！！！
r***8,江苏,钻石会员,来自京东Android客户端,TRUE,5,2017/1/11 20:51,2016/12/26 22:35,16,1665416,很酷，很高大上
1***p,,银牌会员,来自京东Android客户端,TRUE,5,2017/1/11 20:30,2016/12/26 9:45,16,1665416,送货员送货很快，终于盼到这款滚筒洗衣机降价。洗衣机很好用，值得信赖的产品。
j***o,,金牌会员,来自微信购物,FALSE,2,2017/1/11 20:01,2017/1/2 21:30,9,1665416,才买就降价，啥意思
灰***仔,上海,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/11 19:05,2016/12/1 17:41,41,1665416,还行，就是烘干的时间有点长，要一个半小时多?
j***6,广东,金牌会员,来自微信购物,FALSE,5,2017/1/11 18:34,2017/1/2 0:29,9,1665416,宝贝好极了！
1***4,,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/11 18:25,2016/11/11 1:21,61,1665416,海尔，民族品牌，质量棒，款式很好看。
f***b,,金牌会员,来自微信购物,FALSE,5,2017/1/11 17:00,2016/12/26 0:05,16,1665416,非常的满意！
冰***子,湖南,钻石会员,来自京东Android客户端,TRUE,5,2017/1/11 16:34,2016/12/26 0:02,16,1665416,漂亮，可以，最喜欢烘干的功能啦
沧***尘,广西,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/11 16:34,2016/11/1 0:08,71,1665416,非常好&hellip;&hellip;是的吧，&hellip;&hellip;是。&hellip;&hellip;你
w***w,河南,钻石会员,来自京东Android客户端,TRUE,5,2017/1/11 16:07,2016/11/11 9:10,61,1665416,还不错。。。。。。。。
1***2,,钻石会员,来自京东Android客户端,TRUE,5,2017/1/11 15:28,2016/12/26 20:19,16,1665416,很不错，烘干功能很难得用。
j***8,山东,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/11 15:27,2016/12/31 0:50,11,1665416,用了一段时间了，感觉用的不错，安装师傅也很热心给讲解了很多需要注意的问题！唯一一点就是接水口和自己家的水龙头不整合，花了几十块钱买了一个安装师傅的水龙头！还有一个专门的插座！最后在包装箱里看到了一个水龙头接头，我想问问这是干嘛用的！
j***7,,金牌会员,来自京东Android客户端,TRUE,1,2017/1/11 14:15,2016/12/31 21:21,11,1665416,刚买就降价好几百 到底是让我们买还是不买 我买的2999现在2799买了十天 唉
j***l,,金牌会员,来自京东Android客户端,TRUE,5,2017/1/11 13:59,2016/12/26 23:36,16,1665416,东西收到了自己装用的还可以啊
j***g,,金牌会员,来自京东Android客户端,TRUE,5,2017/1/11 12:26,2016/12/31 0:05,11,1665416,还没用，看评价不错，期待使用中
z***0,,银牌会员,来自京东Android客户端,TRUE,5,2017/1/11 11:19,2016/11/10 14:37,62,1665416,还不错
京***店,,PLUS会员,,FALSE,5,2017/1/11 11:01,2016/12/31 0:30,11,1665416,宝贝不错，性价比高，会推荐给朋友的
1***5,上海,银牌会员,,FALSE,5,2017/1/11 10:59,2016/12/12 12:29,30,1665416,hao
5***8,,PLUS会员,来自京东Android客户端,TRUE,5,2017/1/11 10:27,2017/1/2 12:13,9,1665416,质量很好，送货快
j***0,河南,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/11 10:15,2017/1/4 20:37,7,1665416,静音，很不错的洗衣机！
j***j,广东,PLUS会员,,FALSE,5,2017/1/11 10:04,2016/11/4 1:11,68,1665416,质量不错....很喜欢的商品。
a***m,四川,钻石会员,,FALSE,5,2017/1/11 8:52,2016/12/9 0:10,33,1665416,各方面用起还行，就是刚买几天就又降价100.
沙***9,,金牌会员,,FALSE,5,2017/1/11 8:40,2016/12/26 0:57,16,1665416,试了下，烘干效果还可以，被罩+床单烘了两小时，有点长
jd_029111823,北京,钻石会员,来自京东Android客户端,TRUE,5,2017/1/11 8:25,2016/12/12 18:01,30,1665416,河路唾沫哦啊酷我卡恩旅游啊KTV我卡佛连
j***d,,金牌会员,来自京东Android客户端,TRUE,5,2017/1/11 5:08,2016/12/31 21:16,11,1665416,刚买完，就降价，2799，降价200呢
蝴***醉,江苏,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/11 2:45,2016/12/12 1:37,30,1665416,双12买的，京东买东西放心！省心！
j***o,,银牌会员,来自京东Android客户端,TRUE,4,2017/1/10 23:42,2016/12/12 16:42,29,1665416,目前看还可以，就是有点噪音，不知道是不是正常
j***9,江苏,PLUS会员,,FALSE,5,2017/1/10 23:33,2016/12/27 13:56,14,1665416,不错，不错，不错，不错，
b***k,,PLUS会员,,FALSE,5,2017/1/10 23:24,2016/11/1 0:21,70,1665416,送货快，是正品。下次继续购买
j***0,北京,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/10 23:18,2016/12/31 19:19,10,1665416,送货速度快 安装快捷 服务还算不错 期待售后也会不错
7***m,,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/10 23:13,2016/11/2 7:48,69,1665416,美的一直好评 快递给力
v***6,四川,钻石会员,来自京东iPhone客户端,TRUE,5,2017/1/10 22:31,2016/11/10 11:38,61,1665416,方便京东 很不错 东西还不错方便京东 很不错 东西还不错方便京东 很不错 东西还不错方便京东 很不错 东西还不错
j***o,,银牌会员,来自京东iPhone客户端,TRUE,5,2017/1/10 22:27,2017/1/2 21:33,8,1665416,整体很不错，洗衣服的时候水很浅，不知道能不能洗干净，还是比较喜欢的
发***九,广东,钻石会员,来自京东Android客户端,TRUE,5,2017/1/10 22:21,2017/1/4 12:24,6,1665416,还好，使用了几次，还不是很会用。
5***金,,金牌会员,来自京东Android客户端,TRUE,5,2017/1/10 21:47,2016/12/26 0:38,15,1665416,海尔大品牌值得信赖.
o***t,江苏,银牌会员,来自京东Android客户端,TRUE,5,2017/1/10 21:33,2016/12/9 0:00,32,1665416,节水棒棒哒！ 也挺干净的！不错！
k***k,,金牌会员,来自京东Android客户端,TRUE,5,2017/1/10 21:27,2016/11/4 0:05,67,1665416,洗衣机很安静，看起来也非常不错，用起来挺好的
灰***2,,PLUS会员,来自京东iPhone客户端,TRUE,5,2017/1/10 21:08,2016/12/26 11:37,15,1665416,今天刚试，挺不错，安装师傅很细心，很不错
j***w,山东,金牌会员,来自京东Android客户端,TRUE,5,2017/1/10 21:07,2017/1/1 9:56,9,1665416,新机试运行～坐等洗衣效果～上图分享。安装上门调试，服务很好。
